	bicalutamide	bleomycin	cetuximab	cisplatin	dabrafenib	docetaxel	doxorubicin	erlotinib	etoposide	gefitinib	gemcitabine	imatinib	lapatinib	methotrexate	paclitaxel	sorafenib	sunitinib	tamoxifen	temozolomide	trametinib	veliparib	vinblastine	vinorelbine
905979	4.7701872	3.86730886	6.864303	2.863738	2.43450235	-4.9165	-0.89901237	2.408565	0.6518626	1.056102	-0.68277777	2.743088	2.428795	-0.5407	-3.13376	2.008625	2.381932	4.03345821	5.71269944	-1.95466264	3.904143	-4.06394	-3.67319215
910853	3.70887861	-0.31576685	6.35902201	1.91339526	-0.07183082	-6.69325887	-3.44809802	2.408565	-0.79983973	-1.75263878	-5.49074554	2.743088	2.428795	-1.91582656	-3.13376	2.008625	2.381932	3.51267527	5.5730391	-2.90585824	3.01061276	-5.18743886	-5.46241144
905945	4.06159082	4.94550617	7.52643581	4.83133468	4.1780348	-5.46531881	-0.65684941	2.408565	1.93866913	3.02003426	0.79402122	2.743088	2.428795	2.04419064	-3.13376	2.008625	2.381932	0.98967342	6.62737056	1.98701736	5.27069696	-3.81644315	-1.51449036
910851	4.77040071	-3.0080526	5.32453172	3.18909226	2.98835553	-6.1480467	-4.18651537	2.408565	-1.82089797	1.8108354	-0.9297958	2.743088	2.428795	0.82971044	-3.13376	2.008625	2.381932	3.07677039	5.28621298	-1.02602	3.280876	-5.60482324	-5.91569832
910850	3.82527484	-0.11729367	6.87462333	4.82630629	3.70169073	-3.48201369	-0.77503484	2.408565	1.64496024	1.27702206	-4.35503774	2.743088	2.428795	0.18441053	-3.13376	2.008625	2.381932	4.37072678	4.85659188	-2.73833921	4.47704701	-1.42575105	-2.33211885
905976	3.76783741	4.15041786	5.97725414	2.44029675	-3.4792811	-5.40500237	-0.4663328	2.408565	1.06395403	1.43998095	-0.46511132	2.743088	2.428795	0.80517615	-3.13376	2.008625	2.381932	3.1963911	4.91563336	-5.7378781	3.93813756	-5.02007298	-3.67839502
905944	4.04113857	-0.48500679	7.11470536	2.863738	4.05635592	-4.9165	-3.09949886	2.408565	2.09977937	1.056102	-4.59754294	2.743088	2.428795	-0.5407	-3.13376	2.008625	2.381932	4.48826523	6.14901365	0.4110224	3.904143	-4.06394	-6.24464878
909708	4.49400181	1.34852389	4.44685107	1.76507268	3.8822972	-6.04189665	-2.12746962	2.408565	0.39055233	-0.31885974	-3.96909215	2.743088	2.428795	0.01702816	-3.13376	2.008625	2.381932	4.16986078	6.05757612	-3.10215052	2.91661826	-3.88514242	0.0661361
909194	4.376683	3.46044726	5.988034	2.863738	3.245134	-4.9165	-1.5305945	3.80052187	-0.17306582	1.056102	-1.60537323	3.88932928	3.36274335	-0.5407	-2.79345259	3.0143421	4.99087901	3.6658	5.5339	-1.02602	3.904143	-4.06394	-3.27752726
905942	4.36686811	1.17472108	5.71562546	1.72652072	3.41977236	-5.24346584	-1.14615942	3.30333788	2.47863047	1.81878394	-1.75566393	3.30099779	2.23588579	-1.41489759	-0.79831471	2.89970576	3.09832784	4.12878336	5.92054283	-2.22955867	3.63112614	-5.27275177	-2.82806742
906850	4.376683	4.10194372	5.988034	2.863738	3.245134	-4.9165	2.36397617	2.88483883	3.79952479	1.056102	0.03820453	1.78402893	4.09669878	-0.5407	0.08118974	1.65343208	4.45567507	3.6658	5.5339	-1.02602	3.904143	-4.06394	-1.52757175
1290765	5.12877823	6.65004023	6.42312951	2.7940053	4.29776675	-4.33482296	0.6020273	2.408565	3.31482774	2.45195841	3.16882212	2.743088	2.428795	1.53566768	-3.13376	2.008625	2.381932	4.3724781	6.41382182	0.4927952	4.7532627	-4.14585105	-3.06871256
906852	3.50731776	0.32438744	7.1029754	2.90113027	1.88975942	-6.64315565	-2.21869288	2.408565	1.2779216	-0.98243456	-3.91349856	2.743088	2.428795	-1.26344891	-3.13376	2.008625	2.381932	2.85828443	5.18523985	-2.46401491	4.19927961	-4.78945663	-4.98086837
906853	4.40232044	0.20722671	5.86297469	2.32477683	3.40369572	-5.39208656	-0.89540008	2.408565	0.85945072	1.53520615	-1.88325006	2.743088	2.428795	1.72076323	-3.13376	2.008625	2.381932	4.78083088	5.57793741	-4.46219547	3.29357279	-4.24026733	-2.74849891
906854	5.42591075	0.74491378	6.70459715	3.297837	2.16887649	-2.69459549	-2.1331632	4.15332601	2.55457978	2.73350958	-1.86397299	3.87433145	3.65651043	-0.3740856	-1.45226193	2.008625	3.60936543	0.53098366	5.86654603	0.37551592	4.26253468	-3.01506242	-2.54646182
906855	4.70857102	4.35230976	6.79455197	3.90088739	1.35045135	-5.34873007	-1.03614391	3.10113917	0.57250824	1.99777137	-1.94191477	-2.29241722	3.35097899	-3.77809495	-2.9156383	0.44982551	2.2345306	2.44668148	5.38958935	-4.3684626	4.37165471	-5.54450065	-3.49932748
906856	3.21219035	0.97578824	6.08859438	2.321721	0.58049684	-5.26745895	-3.44939576	2.60525299	-1.12519493	0.0979388	-4.57899307	2.01380746	2.62238615	-5.01039809	-4.35614464	2.76618531	-4.93329964	2.07668875	2.88619109	-5.08858038	3.00734631	-6.48858432	-5.58653335
1674021	5.10358573	1.666334	6.97473175	2.72107393	1.51911329	-5.7950922	-1.75617	2.408565	1.554173	2.12802347	-2.32467	2.743088	2.428795	-3.34353286	-3.13376	2.008625	2.381932	4.40253217	6.15164142	-2.0216709	4.45098395	-4.11899085	-3.8381
1290769	4.38512829	5.87827254	6.14803806	3.91829269	3.04146648	-1.74391796	3.14474796	3.82658714	5.24209745	2.22412557	2.08099666	3.74547743	3.82038893	-0.7769785	0.24091254	3.66593128	5.00048932	4.62077371	6.41376259	-5.30420172	4.39449953	-1.28011659	-0.07621899
1240220	4.65845554	1.33684064	4.19795354	2.863738	2.62608846	-4.9165	-0.83645728	2.408565	1.93237879	1.056102	-3.79708222	2.743088	2.428795	-0.5407	-3.13376	2.008625	2.381932	4.45254249	5.80397851	0.28286276	3.904143	-4.06394	-1.73704735
946359	4.7145571	6.66433928	6.93404548	5.30855924	3.65274766	-3.83552672	-0.35397094	3.08147014	4.34721803	-0.17783957	2.38411547	3.59702914	-1.02581467	1.04775055	-1.86302916	2.83810908	4.73834964	3.68160721	6.25339928	2.86538183	4.61541206	-2.87961783	-3.32960524
946358	4.01570759	0.42071315	6.25848474	4.12521468	4.37400697	-3.03266238	-0.23271435	2.81749196	2.30396161	1.39115902	-0.12343283	2.11418573	2.59247366	-0.61693755	-0.1526847	2.61839636	2.64600582	3.44781802	4.99635563	2.07179614	3.20211804	-1.38921687	-2.15008481
946357	3.37258135	1.666334	6.26376564	1.97657228	3.35274516	-4.88587081	-1.75617	2.408565	1.554173	0.97826209	-2.32467	2.743088	2.428795	-3.17021331	-3.13376	2.008625	2.381932	2.88148253	4.54830985	-0.82969187	3.74963358	-4.99760361	-3.8381
946356	4.88840177	-0.16928697	6.17155719	2.30515819	4.34993473	-3.44168572	-2.74703087	-2.61168605	2.88413703	-0.27252632	0.39848437	3.58569158	-0.63164268	-1.51455542	-3.76832134	1.52983567	-0.16317988	4.20158192	6.33996118	-2.17941638	4.56302923	-2.32582637	-1.39080423
946355	5.26937737	2.57154692	6.04728806	3.64805835	4.61603807	-4.24762566	-0.59414024	0.17932422	3.47460868	-0.61475875	-0.96747461	2.77329794	0.40538742	1.09330808	-5.04457207	3.72759487	3.82959482	4.28726757	6.02295812	1.65166622	4.82627869	-3.02728931	-2.62213607
946354	4.40040156	1.35439316	6.28206251	3.01004706	3.86036232	-7.49159464	-1.47058214	2.408565	2.05228698	0.56325737	0.70349131	2.0493548	2.428795	-0.429692	-6.59191405	2.008625	0.57640219	3.20539589	5.61553982	0.03693645	3.23282207	-5.78545649	-5.14727723
946353	4.30118281	2.85240199	5.94005589	2.87118089	4.45608172	-6.9454224	-1.72653184	2.408565	-1.98884382	0.85744673	-2.30814921	3.42714087	-0.42434369	0.09792105	-5.33075587	1.15354673	3.17477369	3.76487616	5.64857947	0.91162612	4.35824671	-4.85512868	-6.83373019
910702	4.41748194	4.42885138	5.18182788	3.75270116	1.42094043	-4.18567629	0.613134	2.408565	5.53519272	3.28085142	1.3419603	2.743088	2.428795	-1.04439595	-3.13376	2.008625	2.381932	3.83973531	5.90828403	-4.32471764	5.17128835	-4.1376975	-0.46765526
1330985	3.73915409	3.35062873	5.79981604	2.3605939	3.91578129	-2.88075108	-1.82217303	2.32828114	0.90244166	0.82418158	-3.55169262	2.31274055	2.16634033	-1.95283039	-3.6868894	1.10920334	1.55889188	3.2176663	4.03320532	0.19475502	3.10069503	-3.96662204	-4.03362186
1330984	4.16906848	-1.82893884	6.32129296	1.24176474	0.05250037	-4.9165	-5.03817605	1.34217028	-1.98670476	1.40560629	-5.75010839	2.76142252	2.94103043	-2.35145339	-5.79280567	1.06421929	0.26262339	2.47827452	5.501783	-0.90554169	3.66776847	-5.31347081	-6.19449405
1330987	3.72219949	0.14592757	5.65306863	1.59217655	0.82146583	-4.15294619	-2.26867166	1.29772772	0.81337509	0.35583554	-5.19611307	2.17791978	1.97638647	-1.74611342	-3.35381655	0.93494984	1.67177132	2.96787318	4.86753454	1.28020411	3.09439514	-6.13821722	-5.72531547
910701	3.84345128	-0.37173616	5.01111353	3.75350122	3.73634632	-6.98198129	-1.89814399	2.408565	1.66889787	-0.09584967	-1.3272154	2.743088	2.428795	0.55696933	-3.13376	2.008625	2.381932	2.79347945	5.74883363	-3.48025056	4.44808647	-4.15857225	-4.57647104
1503370	3.89342239	1.666334	6.09447916	2.17574754	-0.8865071	-6.24804995	-1.75617	2.408565	1.554173	2.06664575	-2.32467	2.743088	2.428795	-2.04709249	-3.13376	2.008625	2.381932	3.62647592	5.69575304	-2.31120268	4.10323664	-5.65986295	-3.8381
1330982	3.79990628	1.17986769	5.75822954	0.9837488	4.08937035	-5.85776162	-3.16682879	2.52007511	-0.45442932	1.13378075	-6.33663679	2.3651737	2.34471878	0.16080506	-4.61283319	1.09383377	1.41123716	3.2489556	4.662203	1.77851389	3.43636233	-5.98379727	-5.499164
908130	4.93587449	-0.71156646	6.134434	2.89564034	3.03291043	-6.11825774	-2.60776693	2.408565	-0.07844355	1.56107068	-3.76597745	2.743088	2.428795	0.57014162	-3.13376	2.008625	2.381932	3.37178079	6.03555539	-0.51692029	3.35827146	-5.15316364	-4.96011638
687787	4.40064801	0.66762243	6.50660191	3.31337826	4.42478341	-6.29731265	-0.66655939	2.408565	0.38360938	1.72403409	-0.03895023	2.743088	2.428795	-1.2757781	-3.13376	2.008625	2.381932	3.93731793	3.69818874	-0.27565153	4.02661918	-5.24602851	-4.59469703
1330964	3.91801031	1.666334	5.86203549	1.7315373	4.3445797	-4.17565102	-1.75617	2.408565	1.554173	1.1618056	-2.32467	2.743088	2.428795	-0.31656586	-3.13376	2.008625	2.381932	2.67706992	5.15992827	0.4042665	3.72508138	-2.3709687	-3.8381
1480371	4.64911372	1.666334	6.98879002	1.94595843	4.24855317	-5.40547282	-1.75617	2.408565	1.554173	1.16450715	-2.32467	2.743088	2.428795	1.03163593	-3.13376	2.008625	2.381932	3.59975652	5.7874799	0.13612425	3.26492516	-4.77779222	-3.8381
1480372	4.70784364	1.666334	6.13714785	2.2421598	4.12787354	-4.58392904	-1.75617	2.408565	1.554173	1.62792048	-2.32467	2.743088	2.428795	-1.21136403	-3.13376	2.008625	2.381932	3.23718952	6.03102829	-2.23746582	4.35271305	-4.65967453	-3.8381
1480374	5.8398902	1.666334	4.43528966	3.53376979	4.02038257	-3.78728878	-1.75617	2.408565	1.554173	0.75133645	-2.32467	2.743088	2.428795	1.05104618	-3.13376	2.008625	2.381932	5.15634018	6.94809965	-0.58785192	5.30044053	-2.64468316	-3.8381
1298526	4.77032483	1.80795895	5.09684841	3.38580188	3.47624891	-5.38058361	-1.31037913	2.408565	1.44804131	1.51608264	-1.23762033	2.743088	2.428795	0.90907552	-3.13376	2.008625	2.381932	4.45529953	6.22428615	-4.6114304	4.57855463	-4.08826053	-3.4324349
1240125	4.67326732	3.93666417	4.14544936	3.20682647	-2.27840176	-3.89021247	0.89678281	2.408565	5.45046886	1.52611495	2.7098613	2.743088	2.428795	-1.12803289	-3.13376	2.008625	2.381932	4.2110105	6.003394	-3.77725699	4.29558269	-3.99439981	-0.37566619
1298529	5.42543676	7.0296381	6.10750576	2.49962108	4.8063309	-3.8647003	0.80742903	2.408565	4.41735109	1.65281477	3.22485728	2.743088	2.428795	1.43814401	-3.13376	2.008625	2.381932	4.7454829	6.52319109	0.02210712	2.78944208	-4.23058702	-1.85259877
1298355	3.88756976	-2.51846795	6.704061	2.79540176	3.72458063	-5.74003302	-3.08916464	2.408565	0.03757528	1.30559218	-5.83879322	2.743088	2.428795	-0.32538905	-3.13376	2.008625	2.381932	2.78939698	4.59533854	-0.7397808	4.1946542	-4.90947541	-5.07316676
753561	4.14905497	1.97186076	6.06312944	2.9469713	3.53816084	-7.18552067	-2.1208325	2.408565	0.44434745	-1.09613347	-2.02581833	2.743088	2.428795	-0.91769278	-3.13376	2.008625	2.381932	3.98234712	5.23180972	-0.29393512	3.68678121	-4.20116606	-2.54450582
1298357	4.80574551	1.666334	-1.51602979	3.65214299	4.82184689	-4.81532262	-2.01531583	2.408565	1.85375637	-0.87331647	-2.03085856	2.743088	2.428795	-0.97959317	-3.13376	2.008625	2.381932	4.00195421	5.92045918	-5.38938663	3.69373713	-3.84926227	-3.46243042
1298356	5.02899849	5.28776208	6.96577805	5.38332344	5.36190938	-3.6772914	2.51009414	2.408565	6.06706677	2.60198167	3.31884537	2.743088	2.428795	1.65618955	-3.13376	2.008625	2.381932	4.78678895	6.57724451	0.55069777	4.58960769	-1.13286041	-1.74180675
1298351	4.78237738	0.48872358	4.40141912	1.91387169	4.42147592	-5.77543239	-4.84188932	2.408565	-0.96696058	-0.84336064	-5.78552353	2.743088	2.428795	-1.22381768	-3.13376	2.008625	2.381932	3.83055956	5.53631076	-0.88805137	3.64752479	-4.59428315	-5.11470277
1298350	4.17065892	0.602051	6.82311828	1.61848227	4.6246344	-4.58594451	-3.1697773	2.408565	-0.62320074	1.05311292	-4.57967794	2.743088	2.428795	1.12592521	-3.13376	2.008625	2.381932	4.24593636	5.92477811	-0.08875453	4.34480104	-3.61890305	-4.46489235
1298353	5.36843164	1.666334	7.40775786	4.30875766	5.6707407	-1.7594734	-0.86323245	2.408565	4.61055383	2.28358476	1.09277641	2.743088	2.428795	1.96255926	-3.13376	2.008625	2.381932	4.99678502	6.84688549	1.512705	5.03833569	-0.61933429	-1.2077634
1298352	4.56538696	1.14040569	6.7835993	4.67301628	5.01690194	-1.69707701	-1.59043252	3.40129141	1.89375251	2.08999227	-2.94199868	3.3820545	3.47861585	1.16795983	-2.21116908	2.5710637	3.09928377	3.99531487	5.97348777	2.71455681	3.89876889	-0.98125949	-3.27837345
910919	2.79632819	0.83513584	6.15427104	3.1406627	1.13812154	-2.68257495	-2.45445527	2.7204598	-0.5755072	0.57695393	-4.29249615	2.31759239	1.68762913	-2.14735696	-2.37186796	0.52032605	1.92932244	2.44567921	2.92095367	-0.02765176	3.49525744	-3.36101059	-4.69138014
1298359	3.11820612	1.88729448	1.53561553	3.57068356	4.40285846	-6.38641974	-1.35053054	2.408565	3.27790708	-1.10344017	-2.50882789	2.743088	2.428795	-0.87272935	-3.13376	2.008625	2.381932	1.86379603	5.25312648	-3.29286796	3.49772217	-6.47090484	-5.39470999
1298358	5.12305866	0.17263774	6.91709646	3.34553576	4.24708355	-5.05926799	-2.20869444	2.408565	3.58042636	2.17902453	-3.51282261	2.743088	2.428795	1.41698145	-3.13376	2.008625	2.381932	3.6658	6.28428126	-6.97358489	4.63542568	-3.40181135	-2.72488676
909974	5.74928974	3.97303337	5.3452896	6.81584526	5.50119304	0.07358016	3.21682154	1.97636305	4.91446149	3.04052295	-1.49856072	5.11110596	2.50018886	2.90382225	1.72044162	4.91739673	5.85801152	3.6658	7.32009389	-0.17351011	5.45351048	0.02681763	1.179254
909975	5.16471801	0.85634529	5.21719714	1.45272846	5.1687789	-4.31197114	-2.26188017	2.6026837	-0.68073922	2.3206243	0.51346714	3.48683743	2.65651727	0.90626469	-4.63494889	2.40364375	2.46591514	4.45509169	6.26739118	0.27465682	4.61626079	-3.74563756	-5.69973258
687562	3.97051707	0.31176877	5.87524509	1.68366835	3.245134	-7.18524406	-3.6147241	2.56020476	-2.38065254	0.58185824	-5.07292562	2.92553896	2.6354682	0.4965157	-5.19572255	0.64764823	1.93414622	1.77012687	3.89309629	-0.78273387	3.33996197	-5.44048027	-6.30595779
687563	4.71436794	2.74091225	5.00779287	2.863738	2.98630123	-4.9165	-2.61868726	2.408565	1.67616915	1.056102	-3.71100081	2.743088	2.428795	-0.5407	-3.13376	2.008625	2.381932	4.02122076	4.95491028	-2.10744736	3.904143	-4.06394	-4.30917748
687561	4.58771255	2.12833019	6.4915129	3.08600352	4.36965098	-6.76700227	-1.10344331	2.408565	2.44486039	1.74085153	-2.50641036	2.743088	2.428795	-0.68319683	-3.13376	2.008625	2.381932	4.01174113	4.90842672	-0.03222099	3.78183697	-4.63149958	-1.11928635
1240124	5.42101544	1.666334	6.42016312	6.02562689	3.01146915	-3.47878299	-1.75617	2.408565	1.554173	3.23215784	-2.32467	2.743088	2.428795	1.79350143	-3.13376	2.008625	2.381932	4.62878272	6.83534054	-5.01102281	4.89097304	-0.81565469	-3.8381
908470	4.376683	0.47825322	5.988034	3.40283688	2.33504473	-5.38243106	0.68845374	2.408565	3.3880312	0.0780089	-1.1833909	2.743088	2.428795	-1.05517866	-3.13376	2.008625	2.381932	4.68779042	6.44666521	0.35158776	3.92005234	-3.8979411	-2.60187759
910401	4.18032395	2.31539427	6.17152749	2.9038526	4.26594529	-5.57045182	-1.18739843	2.53114671	2.19065484	-0.27711677	-0.95636798	2.19939411	1.85738146	-3.13195208	-4.26554874	0.96535332	2.20983495	2.90276496	5.06324817	0.62139759	2.29538635	-6.86290146	-5.4546963
908472	4.28513659	5.1154498	6.68110734	2.863738	3.04094607	-4.9165	2.73494711	2.408565	5.31265409	1.056102	1.34385087	2.743088	2.428795	-0.5407	-3.13376	2.008625	2.381932	4.25302258	6.05336359	-0.94738913	3.904143	-4.06394	-1.03952842
908473	3.40099168	4.91492146	2.97217595	3.08336031	2.43836115	-4.92649668	-0.02438853	2.408565	5.40095853	-1.35764194	2.35871395	2.13116786	3.65752141	-0.96179718	0.69293982	2.48230692	4.78992364	2.85756718	5.74594027	-5.24135399	4.49387334	-3.91684049	-0.70020099
908474	3.91641429	-1.31814382	6.69703284	3.85329081	3.94695104	-5.86782791	-1.89963385	2.408565	0.50160859	2.3407084	-3.87561241	2.743088	2.428795	1.42441766	-3.13376	2.008625	2.381932	3.80447308	5.22347768	2.68063374	4.63192195	-6.33213827	-5.7958104
908475	4.57110902	0.77102509	5.59181765	4.26591559	2.80262075	-4.92812443	-0.30721808	2.408565	3.35556265	1.60294635	-0.91157966	2.743088	2.428795	-0.99610869	-3.13376	2.008625	2.381932	3.18516926	5.9149148	-0.87234715	3.67359552	-3.95696941	-4.03256604
908476	5.5861925	5.29559796	7.04285086	5.6938387	2.4480169	-0.96556954	0.53286517	2.408565	5.29914971	1.84697644	3.4724324	2.743088	2.428795	1.77159247	-3.13376	2.008625	2.381932	3.57131306	6.68909772	-1.66685671	3.96418003	0.34283252	-1.35720609
910927	3.64299599	-2.87135271	6.01112872	2.10602948	1.66722035	-5.68230357	-3.85895722	2.408565	-0.30799416	0.59592302	-1.56468864	2.743088	2.428795	-0.42620203	-3.13376	2.008625	2.381932	3.65916393	5.31523863	0.54674055	3.27995711	-4.60669951	-4.73884312
910926	3.80934025	0.97655494	6.16269958	1.03706867	1.48056015	-7.8035693	-4.19148997	2.408565	-0.62652266	0.15202656	-6.54221767	2.743088	2.428795	0.09939585	-3.13376	2.008625	2.381932	3.59528003	4.00651531	-5.14150792	3.65618377	-5.57088227	-5.34226589
910925	3.81523871	0.31851711	5.93853743	3.49641869	3.245134	-6.97285146	-3.75806662	2.408565	-0.1039866	-0.54280101	-6.04691086	2.743088	2.428795	-0.54344288	-3.13376	2.008625	2.381932	3.8256844	5.57426245	-0.59245317	4.00475416	-4.73779648	-5.76815059
910924	4.86985049	-0.52998631	6.4431763	4.08250986	4.66811257	-5.18840318	-3.93211935	2.408565	-0.49349282	1.99213384	-2.92282151	2.743088	2.428795	-1.51261819	-3.13376	2.008625	2.381932	3.80663009	5.96846278	-0.89755348	4.23202493	-4.561848	-5.27723401
1509073	3.73021043	1.666334	6.63152615	2.93526527	2.83185057	-4.02630193	-1.75617	2.408565	1.554173	1.9077804	-2.32467	2.743088	2.428795	-0.75443655	-3.13376	2.008625	2.381932	3.46635165	5.99320601	0.18394634	4.40860783	-2.32302739	-3.8381
910922	4.66774885	-1.10553465	4.62390093	2.863738	2.28557574	-4.9165	-3.82399165	2.408565	0.70772789	1.056102	-6.30830969	2.743088	2.428795	-0.5407	-3.13376	2.008625	2.381932	3.06701659	5.94385658	-2.80786774	3.904143	-4.06394	-3.98821042
910921	4.24097739	-0.41919727	6.24879715	1.21964257	-2.7927092	-5.34559473	-3.05015419	2.53818182	0.32122941	1.056102	-4.75936847	3.52709073	2.2179253	-0.19167054	-4.58209058	2.1539696	1.17939029	2.10974172	4.81348653	-4.72252077	1.69014226	-4.70633441	-4.64078902
910920	4.29514136	1.97518708	5.55305006	3.86006671	3.12967755	-3.96713445	-0.03554818	2.408565	4.96754182	1.86330177	-3.49183997	3.01673152	2.428795	0.90028092	-1.1396774	2.008625	2.4955195	3.26425594	5.89059904	-0.14171903	3.93943231	-2.01164704	-0.34598924
910916	3.24002195	2.17294966	4.97058212	1.70616029	2.9494217	-7.79785094	-3.88973364	2.408565	2.48805429	-2.70888972	-4.42240183	2.743088	2.428795	-0.64750505	-3.13376	2.008625	2.381932	2.32420202	4.86241061	-4.48490546	2.95583921	-6.11057251	-4.28087946
909780	4.376683	1.49444296	5.988034	2.863738	3.245134	-4.9165	-2.44306888	2.408565	0.85048818	1.056102	-4.27746705	2.743088	2.428795	-0.5407	-3.13376	2.008625	2.381932	3.78376631	5.5339	-1.02602	3.904143	-4.06394	-3.8601992
909785	4.41464398	3.29043424	6.29867872	2.57041936	1.78306018	-5.4358336	-1.82301857	2.56029951	1.0786436	1.23748951	-3.0921688	2.51952347	2.7360732	-4.38138684	-0.14734317	2.35909883	3.71528066	3.3543907	5.19028129	2.11098002	3.79007252	-5.88434875	-3.40696953
909784	5.14682733	1.7189799	4.68462868	2.74578448	3.245134	-5.42878483	2.87920154	2.408565	5.41125386	1.30238473	3.09775132	2.743088	2.428795	-0.52023873	-3.13376	2.008625	2.381932	4.55263026	6.35051227	-3.8226016	3.68676588	-4.78972725	-2.23007591
930297	4.63660456	7.03966714	7.26045691	2.79029904	5.21875668	-5.33671987	2.19703575	2.408565	5.04823502	2.38900098	3.23542477	2.743088	2.428795	1.44007334	-3.13376	2.008625	2.381932	4.26035704	6.33881911	0.75889282	4.81716808	-2.40061092	-1.90322816
753623	4.70530165	-0.64570262	6.77175001	2.31101459	2.87814644	-7.50795101	-4.72866413	1.79625669	1.83985768	0.42790465	-4.94907842	3.42047861	1.2020641	0.88159878	-6.24126202	2.27153004	0.93481942	4.0651923	5.95014307	-2.94262021	4.34076164	-5.31480658	-3.49938715
753622	4.40613543	0.58613589	5.22223151	2.863738	4.00725784	-4.9165	-2.03382799	1.2420393	0.98290299	1.056102	-3.84832597	3.00872641	1.03583076	-0.5407	-5.97410063	1.27044869	0.82797753	2.92677027	5.81802286	-0.74085515	3.904143	-4.06394	-5.42296375
753621	4.50088058	1.90270623	4.86465422	3.27435205	3.05752831	-5.89214723	-2.66142265	-1.40003601	2.37181382	0.9203212	1.26613409	2.87960388	-0.00082231	-1.16400475	-5.09246184	2.10706683	2.52117021	3.90725662	6.44391704	-0.95854358	4.81681569	-4.4542352	-4.03630747
930298	4.28138491	4.34355266	6.64419001	1.95469968	5.12473574	-5.75273942	-1.10467575	2.408565	3.29531087	1.71415552	-1.12859927	2.743088	2.428795	1.1194192	-3.13376	2.008625	2.381932	4.69183987	6.38634793	0.90744153	5.15330798	-4.12972198	-2.3825417
753624	4.376683	0.26499922	5.988034	1.81028484	3.245134	-4.19246369	-2.99398957	2.408565	0.27517098	2.32786895	-4.32759936	2.743088	2.428795	1.41157822	-3.13376	2.008625	2.381932	4.50288657	5.5339	-1.02602	4.12330852	-2.9502936	-4.22749149
905983	4.00423126	1.4610611	6.06611733	2.26433048	3.83082041	-5.82116765	-2.59568711	2.408565	-0.61530508	1.28182605	-3.70968245	2.743088	2.428795	0.75652095	-3.13376	2.008625	2.381932	2.67057075	4.32144971	-1.59198021	3.87502601	-4.74040314	-4.87108335
905982	5.62055906	0.64836316	6.98292196	3.87822102	5.57418566	-5.21693967	-2.0802884	4.24698791	2.36730398	2.78983387	-3.74099453	4.01709405	2.64650464	2.01033229	-4.11026198	5.00606456	3.48505737	4.38097152	6.7724874	-0.09861417	5.22920811	-4.43390364	-4.56377027
905981	4.53785811	-0.26808103	5.17959925	2.863738	1.52259195	-4.9165	-1.17512267	2.408565	2.1122392	1.056102	-4.87942783	2.743088	2.428795	-0.5407	-3.13376	2.008625	2.381932	4.05068616	5.83465998	-2.99265988	3.904143	-4.06394	-0.97216758
909711	4.7473105	5.68245244	7.10473695	2.47063677	3.245134	-4.86340693	3.06275025	3.73218091	5.80247078	2.34588655	3.06275025	2.743088	3.69392068	-0.53791476	-1.28740716	2.83433408	3.53546286	4.23409938	4.52040218	2.89587576	4.42087746	-3.42882859	-0.29887839
909716	4.4205224	-0.31340486	6.25040012	2.53593583	4.36101055	-6.14985917	-1.92171151	2.408565	1.51045619	1.98024828	-2.52525501	2.743088	2.428795	-1.32938433	-3.13376	2.008625	2.381932	3.77365762	5.68502785	0.65625927	4.21802853	-3.53203554	-4.0355918
905986	3.50320227	0.43548407	5.52527264	0.56730684	3.72673421	-6.14576838	-2.39208981	3.01730408	0.91116634	2.05557539	-5.09417927	3.36179541	1.67867128	-0.14880736	-4.72184864	2.47673021	1.31754654	4.22560373	5.0103623	0.04004847	4.21210991	-4.7885158	-4.17912876
905985	3.23721599	-1.66569325	6.37516372	2.40149418	3.89142916	-4.20391176	-3.01379995	2.408565	0.46565533	0.53104394	-4.30498325	2.743088	2.428795	0.64281366	-3.13376	2.008625	2.381932	2.48037122	5.31177071	-1.24681704	4.12730721	-3.26134666	-4.41849732
905984	4.03313713	-0.44948201	6.23804878	1.38051338	4.21861621	-7.82759918	-2.14365587	2.54529582	0.29343586	1.44815731	-4.71971854	2.54215088	1.87631299	0.53293269	-3.62050666	0.62525143	1.33419753	2.50523824	4.56283251	-2.55608654	3.83309597	-5.85832071	-4.44341768
1299051	3.73403273	0.65327006	4.24806385	2.48437201	4.33586089	-7.45805383	-3.45672521	2.408565	-0.25534855	-0.93857535	-2.47287178	2.743088	2.428795	1.07195731	-3.13376	2.008625	2.381932	3.62027285	5.92463131	-3.0811128	4.25541661	-5.43919923	-4.80010492
1299050	4.32770114	4.78626113	3.35157746	2.32613325	2.12422406	-5.53450795	0.81202098	2.408565	5.62916703	-1.89416052	1.93264339	2.743088	2.428795	-0.23705556	-3.13376	2.008625	2.381932	3.6658	5.98343444	-3.5576099	2.52285144	-4.59623454	-1.00400945
909718	4.04276632	-2.74555412	6.51100023	2.863738	3.07590055	-4.9165	-1.89444574	2.408565	0.62517227	1.056102	-3.19005931	2.743088	2.428795	-0.5407	-3.13376	2.008625	2.381932	3.92802343	3.74706329	-5.53838242	3.904143	-4.06394	-4.71985663
